numero_pedido;documento;vendedor;valor_pedido;data_pedido;origem_venda;canal;tipo_cupom;ano;mes;nome_mes;trimestre;dia_semana;ano_mes;semana_ano;faixa_valor;nome_cliente;status_cliente
PED108264;88.194.563/4017-68;Carla;1375,73;2023-12-08;E-commerce;Site;Sem Cupom;2023;12;Dec;Q4/2023;Friday;2023-12;49;R$1001-2000;Bruna Costa;active
PED108265;76.695.279/6905-62;Juliana;176,16;2023-12-06;Loja Física;Loja;Sem Cupom;2023;12;Dec;Q4/2023;Wednesday;2023-12;49;Até R$200;Maria Pereira;active
PED108266;24.152.958/6200-75;Larissa;559,3;2023-12-18;E-commerce;App;Sem Cupom;2023;12;Dec;Q4/2023;Monday;2023-12;51;R$501-1000;Maria Costa;active
PED108267;10.648.240/9068-69;Keli;584,58;2023-12-13;E-commerce;Site;Sem Cupom;2023;12;Dec;Q4/2023;Wednesday;2023-12;50;R$501-1000;Beatriz Pereira;inactive
PED108268;83.890.742/5511-29;Aline;2277,7;2023-12-02;Loja Física;Loja;Cashback;2023;12;Dec;Q4/2023;Saturday;2023-12;48;R$2001-5000;Luiza Oliveira;active
PED108269;97.364.746/6775-28;Aline;297,67;2023-12-23;E-commerce;Site;Desconto;2023;12;Dec;Q4/2023;Saturday;2023-12;51;R$201-500;Renata Pereira;active
PED108270;55.354.565/2487-88;Fernanda;439,48;2023-12-15;Loja Física;Loja;Frete Grátis;2023;12;Dec;Q4/2023;Friday;2023-12;50;R$201-500;Ana Costa;inactive
PED108271;89.681.214/7406-59;Keli;1339,04;2023-12-04;E-commerce;Link;Desconto;2023;12;Dec;Q4/2023;Monday;2023-12;49;R$1001-2000;Maria Ferreira;active
PED108272;85.676.420/8177-27;Débora;1303,52;2023-12-21;E-commerce;Link;Frete Grátis;2023;12;Dec;Q4/2023;Thursday;2023-12;51;R$1001-2000;Beatriz Almeida;active
PED108273;50.946.415/4788-51;Keli;907,79;2023-12-09;E-commerce;Site;Parceiro;2023;12;Dec;Q4/2023;Saturday;2023-12;49;R$501-1000;Amanda Carvalho;active
PED108274;57.672.436/2276-61;Camila;679,21;2023-12-25;E-commerce;Site;Parceiro;2023;12;Dec;Q4/2023;Monday;2023-12;52;R$501-1000;Isabela Santos;active
PED108275;56.369.922/4090-18;Carla;450,19;2023-12-30;E-commerce;App;Parceiro;2023;12;Dec;Q4/2023;Saturday;2023-12;52;R$201-500;Gabriela Lima;active
PED108276;32.718.435/6243-24;Priscila;733,02;2023-12-04;Loja Física;Loja;Sem Cupom;2023;12;Dec;Q4/2023;Monday;2023-12;49;R$501-1000;Camila Carvalho;active
PED108277;19.166.332/7371-95;Débora;283,41;2023-12-05;Loja Física;Loja;Frete Grátis;2023;12;Dec;Q4/2023;Tuesday;2023-12;49;R$201-500;Sofia Silva;active
PED108278;62.675.345/9435-47;Simone;911,92;2023-12-04;Loja Física;Loja;Parceiro;2023;12;Dec;Q4/2023;Monday;2023-12;49;R$501-1000;Clara Gomes;active
PED108279;62.838.963/1185-14;Luciana;795,21;2023-12-10;E-commerce;App;Parceiro;2023;12;Dec;Q4/2023;Sunday;2023-12;49;R$501-1000;Natalia Oliveira;active
PED108280;16.480.660/2912-82;Débora;1418,81;2023-12-24;Loja Física;Loja;Cashback;2023;12;Dec;Q4/2023;Sunday;2023-12;51;R$1001-2000;Camila Silva;inactive
PED108281;17.939.789/4389-93;Vanessa;429,61;2023-12-16;Loja Física;Loja;Parceiro;2023;12;Dec;Q4/2023;Saturday;2023-12;50;R$201-500;Leticia Santos;inactive
PED108282;96.280.124/9125-13;Patrícia;1691,59;2023-12-13;E-commerce;Link;Desconto;2023;12;Dec;Q4/2023;Wednesday;2023-12;50;R$1001-2000;Leticia Silva;active
PED108283;58.571.843/1246-40;Simone;1711,3;2023-12-07;E-commerce;App;Desconto;2023;12;Dec;Q4/2023;Thursday;2023-12;49;R$1001-2000;Bruna Pereira;inactive
PED108284;86.299.604/4456-60;Luciana;912,49;2023-12-11;E-commerce;Link;Sem Cupom;2023;12;Dec;Q4/2023;Monday;2023-12;50;R$501-1000;Natalia Ferreira;active
PED108285;93.700.434/4932-81;Carla;951,24;2023-12-23;Loja Física;Loja;Desconto;2023;12;Dec;Q4/2023;Saturday;2023-12;51;R$501-1000;Isabela Gomes;active
PED108286;41.794.306/4839-67;Fernanda;915,12;2023-12-24;E-commerce;Site;Parceiro;2023;12;Dec;Q4/2023;Sunday;2023-12;51;R$501-1000;Joana Araujo;active
PED108287;88.831.215/5780-91;Camila;260,72;2023-12-18;E-commerce;App;Frete Grátis;2023;12;Dec;Q4/2023;Monday;2023-12;51;R$201-500;Leticia Pereira;active
PED108288;97.788.479/7617-89;Fernanda;511,68;2023-12-17;E-commerce;Site;Sem Cupom;2023;12;Dec;Q4/2023;Sunday;2023-12;50;R$501-1000;Clara Pereira;active
PED108289;14.396.719/3407-70;Patrícia;1855,19;2023-12-28;Loja Física;Loja;Desconto;2023;12;Dec;Q4/2023;Thursday;2023-12;52;R$1001-2000;Fernanda Silva;inactive
PED108290;85.415.932/8540-90;Elaine;1523,5;2023-12-30;Loja Física;Loja;Cashback;2023;12;Dec;Q4/2023;Saturday;2023-12;52;R$1001-2000;Joana Gomes;active
PED108291;14.803.814/3820-45;Tatiane;1887,06;2023-12-02;Loja Física;Loja;Desconto;2023;12;Dec;Q4/2023;Saturday;2023-12;48;R$1001-2000;Natalia Pereira;active
PED108292;77.239.286/2828-70;Aline;5696,03;2023-12-09;Loja Física;Loja;Sem Cupom;2023;12;Dec;Q4/2023;Saturday;2023-12;49;Acima R$5000;Leticia Nascimento;active
PED108293;96.535.276/1138-75;Adriana;662,76;2023-12-09;Loja Física;Loja;Sem Cupom;2023;12;Dec;Q4/2023;Saturday;2023-12;49;R$501-1000;Mariana Rodrigues;active
PED108294;26.704.408/9711-88;Luciana;408,62;2023-12-29;E-commerce;Link;Sem Cupom;2023;12;Dec;Q4/2023;Friday;2023-12;52;R$201-500;Gabriela Almeida;active
PED108295;85.678.953/1193-97;Larissa;621,1;2023-12-03;E-commerce;Link;Desconto;2023;12;Dec;Q4/2023;Sunday;2023-12;48;R$501-1000;Camila Araujo;inactive
PED108296;56.631.560/7764-74;Carla;502,14;2023-12-25;E-commerce;App;Sem Cupom;2023;12;Dec;Q4/2023;Monday;2023-12;52;R$501-1000;Amanda Nascimento;active
PED108297;76.834.982/4840-21;Carla;1233,8;2023-12-10;E-commerce;Link;Sem Cupom;2023;12;Dec;Q4/2023;Sunday;2023-12;49;R$1001-2000;Paula Oliveira;active
PED108298;75.859.353/4970-81;Keli;1385,21;2023-12-24;E-commerce;Site;Sem Cupom;2023;12;Dec;Q4/2023;Sunday;2023-12;51;R$1001-2000;Camila Santos;active
PED108299;89.435.988/4811-28;Renata;501,47;2023-12-30;Loja Física;Loja;Cashback;2023;12;Dec;Q4/2023;Saturday;2023-12;52;R$501-1000;Juliana Souza;active
PED108300;48.345.504/2184-71;Fernanda;353,89;2023-12-14;E-commerce;Link;Sem Cupom;2023;12;Dec;Q4/2023;Thursday;2023-12;50;R$201-500;Natalia Rodrigues;inactive
PED108301;66.818.565/2265-39;Carla;426,86;2023-12-04;E-commerce;Site;Sem Cupom;2023;12;Dec;Q4/2023;Monday;2023-12;49;R$201-500;Gabriela Rodrigues;active
PED108302;46.526.953/4442-73;Juliana;195,61;2023-12-28;E-commerce;Site;Desconto;2023;12;Dec;Q4/2023;Thursday;2023-12;52;Até R$200;Maria Lima;inactive
PED108303;91.404.245/4161-78;Débora;102,55;2023-12-22;E-commerce;Site;Desconto;2023;12;Dec;Q4/2023;Friday;2023-12;51;Até R$200;Natalia Almeida;active
PED108304;10.930.666/7514-49;Vanessa;490,27;2023-12-01;E-commerce;Site;Frete Grátis;2023;12;Dec;Q4/2023;Friday;2023-12;48;R$201-500;Joana Araujo;inactive
PED108305;81.543.826/1926-81;Débora;242,44;2023-12-03;Loja Física;Loja;Parceiro;2023;12;Dec;Q4/2023;Sunday;2023-12;48;R$201-500;Luiza Martins;inactive
PED108306;88.517.873/2394-67;Priscila;1444,53;2023-12-22;E-commerce;Link;Sem Cupom;2023;12;Dec;Q4/2023;Friday;2023-12;51;R$1001-2000;Renata Ferreira;active
PED108307;25.684.767/8586-50;Aline;4570,66;2023-12-02;E-commerce;Site;Parceiro;2023;12;Dec;Q4/2023;Saturday;2023-12;48;R$2001-5000;Sofia Silva;active
PED108308;85.997.752/2786-13;Aline;219,56;2023-12-03;Loja Física;Loja;Frete Grátis;2023;12;Dec;Q4/2023;Sunday;2023-12;48;R$201-500;Isabela Santos;active
PED108309;42.790.305/5585-29;Adriana;727,85;2023-12-10;E-commerce;App;Sem Cupom;2023;12;Dec;Q4/2023;Sunday;2023-12;49;R$501-1000;Renata Souza;active
PED108310;21.134.878/2492-30;Priscila;608,16;2024-01-22;E-commerce;Link;Frete Grátis;2024;1;Jan;Q1/2024;Monday;2024-01;4;R$501-1000;Natalia Nascimento;active
PED108311;57.182.721/3946-51;Amanda;1297,54;2024-01-24;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$1001-2000;Mariana Ferreira;active
PED108312;90.682.255/3661-22;Aline;1304,83;2024-01-17;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Wednesday;2024-01;3;R$1001-2000;Paula Silva;active
PED108313;29.820.116/9621-61;Juliana;1173,77;2024-01-27;E-commerce;Link;Cashback;2024;1;Jan;Q1/2024;Saturday;2024-01;4;R$1001-2000;Renata Gomes;active
PED108314;25.507.617/4190-66;Luciana;891,35;2024-01-20;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;3;R$501-1000;Leticia Carvalho;active
PED108315;68.642.767/3107-12;Patrícia;642,21;2024-01-17;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;3;R$501-1000;Natalia Souza;active
PED108316;97.110.286/3825-50;Elaine;144,31;2024-01-26;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Friday;2024-01;4;Até R$200;Amanda Carvalho;active
PED108317;53.914.152/4748-33;Amanda;254,44;2024-01-11;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Thursday;2024-01;2;R$201-500;Gabriela Lima;active
PED108318;88.721.316/1946-56;Renata;1066,75;2024-01-30;E-commerce;Link;Cashback;2024;1;Jan;Q1/2024;Tuesday;2024-01;5;R$1001-2000;Gabriela Lima;active
PED108319;43.220.296/8973-35;Fernanda;734,98;2024-01-22;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;4;R$501-1000;Patricia Pereira;active
PED108320;54.229.510/1094-45;Simone;1104,54;2024-01-13;Loja Física;Loja;Desconto;2024;1;Jan;Q1/2024;Saturday;2024-01;2;R$1001-2000;Leticia Pereira;inactive
PED108321;70.214.559/7975-61;Juliana;1197,33;2024-01-14;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$1001-2000;Gabriela Lima;active
PED108322;51.625.433/1001-46;Tatiane;489,29;2024-01-30;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Tuesday;2024-01;5;R$201-500;Joana Ferreira;active
PED108323;76.723.420/2839-97;Priscila;295,75;2024-01-24;E-commerce;Link;Desconto;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$201-500;Camila Martins;active
PED108324;98.633.959/4537-11;Fernanda;772,57;2024-01-20;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;3;R$501-1000;Juliana Silva;inactive
PED108325;23.435.892/2896-13;Adriana;387,22;2024-01-17;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Wednesday;2024-01;3;R$201-500;Clara Souza;active
PED108326;47.893.732/5887-48;Débora;1185,68;2024-01-16;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Tuesday;2024-01;3;R$1001-2000;Juliana Pereira;inactive
PED108327;80.517.719/2421-25;Elaine;230,98;2024-01-01;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;1;R$201-500;Gabriela Costa;active
PED108328;86.844.358/8526-79;Carla;2327,07;2024-01-29;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Monday;2024-01;5;R$2001-5000;Fernanda Souza;active
PED108329;60.701.787/5661-65;Camila;643,03;2024-01-08;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;2;R$501-1000;Ana Pereira;active
PED108330;42.873.343/3521-46;Mariana;827,97;2024-01-15;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Monday;2024-01;3;R$501-1000;Clara Ferreira;active
PED108331;75.304.225/4818-52;Mariana;194,62;2024-01-03;E-commerce;Site;Desconto;2024;1;Jan;Q1/2024;Wednesday;2024-01;1;Até R$200;Fernanda Nascimento;inactive
PED108332;24.972.758/7748-31;Vanessa;1503,68;2024-01-21;E-commerce;Site;Desconto;2024;1;Jan;Q1/2024;Sunday;2024-01;3;R$1001-2000;Maria Santos;active
PED108333;30.345.841/8758-30;Simone;295,4;2024-01-07;E-commerce;App;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$201-500;Mariana Souza;active
PED108334;33.736.582/6004-20;Aline;131,58;2024-01-09;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Tuesday;2024-01;2;Até R$200;Joana Martins;active
PED108335;21.309.628/5893-97;Amanda;448,51;2024-01-25;E-commerce;App;Frete Grátis;2024;1;Jan;Q1/2024;Thursday;2024-01;4;R$201-500;Mariana Almeida;active
PED108336;63.443.153/3575-29;Luciana;593,68;2024-01-16;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Tuesday;2024-01;3;R$501-1000;Clara Silva;active
PED108337;61.955.252/3591-64;Keli;523,4;2024-01-20;E-commerce;App;Desconto;2024;1;Jan;Q1/2024;Saturday;2024-01;3;R$501-1000;Renata Nascimento;active
PED108338;18.882.583/6855-81;Camila;496,26;2024-01-03;E-commerce;Link;Frete Grátis;2024;1;Jan;Q1/2024;Wednesday;2024-01;1;R$201-500;Luiza Silva;active
PED108339;29.723.731/8635-91;Patrícia;485,3;2024-01-06;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;1;R$201-500;Fernanda Costa;active
PED108340;49.659.150/6930-64;Renata;1326,96;2024-01-04;E-commerce;App;Frete Grátis;2024;1;Jan;Q1/2024;Thursday;2024-01;1;R$1001-2000;Juliana Lima;active
PED108341;71.427.480/1238-29;Juliana;936,04;2024-01-19;E-commerce;Link;Parceiro;2024;1;Jan;Q1/2024;Friday;2024-01;3;R$501-1000;Leticia Gomes;inactive
PED108342;45.712.611/5009-52;Renata;609,47;2024-01-26;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Friday;2024-01;4;R$501-1000;Maria Oliveira;active
PED108343;43.947.847/2462-27;Keli;647,81;2024-01-16;Loja Física;Loja;Desconto;2024;1;Jan;Q1/2024;Tuesday;2024-01;3;R$501-1000;Mariana Ferreira;active
PED108344;53.565.187/5530-51;Renata;467,36;2024-01-13;E-commerce;Link;Cashback;2024;1;Jan;Q1/2024;Saturday;2024-01;2;R$201-500;Maria Nascimento;active
PED108345;36.684.151/8195-74;Tatiane;754,54;2024-01-07;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$501-1000;Leticia Gomes;active
PED108346;23.158.964/6218-67;Juliana;2407,21;2024-01-26;E-commerce;Site;Parceiro;2024;1;Jan;Q1/2024;Friday;2024-01;4;R$2001-5000;Fernanda Pereira;inactive
PED108347;68.673.436/4747-65;Bianca;98,33;2024-01-01;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;1;Até R$200;Beatriz Almeida;active
PED108348;81.738.976/8798-79;Aline;176,67;2024-01-24;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;Até R$200;Patricia Carvalho;active
PED108349;73.237.649/7511-90;Priscila;155,07;2024-01-08;Loja Física;Loja;Desconto;2024;1;Jan;Q1/2024;Monday;2024-01;2;Até R$200;Juliana Araujo;inactive
PED108350;12.868.104/8385-23;Carla;347,92;2024-01-14;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$201-500;Patricia Martins;active
PED108351;44.305.180/2585-13;Renata;599,94;2024-01-24;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$501-1000;Camila Rodrigues;active
PED108352;86.178.223/7614-53;Camila;2393,52;2024-01-15;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;3;R$2001-5000;Isabela Oliveira;inactive
PED108353;27.524.171/7985-26;Renata;218,32;2024-01-12;E-commerce;Site;Parceiro;2024;1;Jan;Q1/2024;Friday;2024-01;2;R$201-500;Clara Gomes;active
PED108354;53.714.658/2308-63;Fernanda;538,38;2024-01-05;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Friday;2024-01;1;R$501-1000;Sofia Santos;active
PED108355;49.302.740/9509-63;Larissa;451,06;2024-01-26;E-commerce;App;Sem Cupom;2024;1;Jan;Q1/2024;Friday;2024-01;4;R$201-500;Juliana Ferreira;active
PED108356;33.812.227/6406-64;Bianca;2591,17;2024-01-29;E-commerce;Site;Desconto;2024;1;Jan;Q1/2024;Monday;2024-01;5;R$2001-5000;Sofia Silva;active
PED108357;66.567.853/6672-89;Priscila;612,01;2024-01-27;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;4;R$501-1000;Natalia Araujo;inactive
PED108358;69.668.642/2619-33;Tatiane;741,48;2024-01-08;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Monday;2024-01;2;R$501-1000;Amanda Rodrigues;active
PED108359;48.108.656/7387-23;Vanessa;492,49;2024-01-27;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Saturday;2024-01;4;R$201-500;Renata Almeida;active
PED108360;18.858.595/4749-31;Tatiane;1871,67;2024-01-08;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;2;R$1001-2000;Natalia Oliveira;active
PED108361;17.980.374/5587-68;Débora;309,96;2024-01-20;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;3;R$201-500;Mariana Silva;active
PED108362;95.468.953/6233-58;Vanessa;350,01;2024-01-16;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Tuesday;2024-01;3;R$201-500;Renata Araujo;active
PED108363;45.151.820/8810-23;Larissa;667,12;2024-01-07;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$501-1000;Beatriz Martins;active
PED108364;40.533.887/3795-64;Mariana;314,61;2024-01-06;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Saturday;2024-01;1;R$201-500;Beatriz Silva;inactive
PED108365;80.277.125/7553-28;Larissa;1774,3;2024-01-01;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;1;R$1001-2000;Camila Gomes;active
PED108366;66.466.560/8054-36;Camila;1823,43;2024-01-07;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$1001-2000;Renata Souza;inactive
PED108367;29.138.159/5673-74;Priscila;313,34;2024-01-28;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;4;R$201-500;Camila Silva;active
PED108368;10.672.369/2203-15;Larissa;2247,45;2024-01-15;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Monday;2024-01;3;R$2001-5000;Clara Gomes;inactive
PED108369;19.321.272/4411-38;Patrícia;261,03;2024-01-09;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Tuesday;2024-01;2;R$201-500;Sofia Araujo;inactive
PED108370;26.170.368/6126-67;Simone;271,9;2024-01-19;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Friday;2024-01;3;R$201-500;Isabela Souza;active
PED108371;58.835.596/7059-20;Elaine;2129,9;2024-01-11;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Thursday;2024-01;2;R$2001-5000;Beatriz Santos;inactive
PED108372;48.692.286/4667-97;Patrícia;505,04;2024-01-07;E-commerce;Link;Cashback;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$501-1000;Camila Martins;active
PED108373;86.299.604/4456-60;Mariana;636,89;2024-01-14;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$501-1000;Natalia Ferreira;active
PED108374;61.991.511/8675-27;Fernanda;416,62;2024-01-26;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Friday;2024-01;4;R$201-500;Bruna Lima;active
PED108375;40.675.554/7401-27;Carla;821,8;2024-01-04;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Thursday;2024-01;1;R$501-1000;Renata Carvalho;inactive
PED108376;75.642.601/2673-30;Keli;129,75;2024-01-20;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Saturday;2024-01;3;Até R$200;Bruna Costa;active
PED108377;87.597.434/4150-79;Elaine;609,5;2024-01-23;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Tuesday;2024-01;4;R$501-1000;Renata Nascimento;active
PED108378;92.553.694/6452-35;Carla;420,32;2024-01-21;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Sunday;2024-01;3;R$201-500;Ana Araujo;active
PED108379;57.610.428/2863-54;Vanessa;1126,33;2024-01-19;E-commerce;App;Frete Grátis;2024;1;Jan;Q1/2024;Friday;2024-01;3;R$1001-2000;Mariana Oliveira;inactive
PED108380;45.931.596/8511-87;Keli;384,25;2024-01-07;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$201-500;Leticia Gomes;inactive
PED108381;49.665.997/4880-54;Fernanda;933,29;2024-01-20;E-commerce;Site;Frete Grátis;2024;1;Jan;Q1/2024;Saturday;2024-01;3;R$501-1000;Sofia Lima;active
PED108382;58.202.920/1192-71;Bianca;150,08;2024-01-11;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Thursday;2024-01;2;Até R$200;Patricia Silva;active
PED108383;17.649.213/6769-87;Simone;151,67;2024-01-03;Loja Física;Loja;Desconto;2024;1;Jan;Q1/2024;Wednesday;2024-01;1;Até R$200;Joana Souza;active
PED108384;95.249.115/8433-34;Priscila;629,75;2024-01-30;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Tuesday;2024-01;5;R$501-1000;Mariana Costa;active
PED108385;44.888.931/1179-43;Amanda;581,26;2024-01-14;E-commerce;Site;Desconto;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$501-1000;Clara Martins;active
PED108386;26.660.943/6563-29;Elaine;1917,34;2024-01-14;E-commerce;Link;Desconto;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$1001-2000;Luiza Carvalho;active
PED108387;17.506.607/6481-73;Keli;1943,47;2024-01-29;E-commerce;Link;Desconto;2024;1;Jan;Q1/2024;Monday;2024-01;5;R$1001-2000;Sofia Carvalho;active
PED108388;86.278.943/1573-94;Débora;752,49;2024-01-07;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$501-1000;Gabriela Oliveira;active
PED108389;78.482.881/1047-70;Juliana;1868,47;2024-01-01;E-commerce;App;Parceiro;2024;1;Jan;Q1/2024;Monday;2024-01;1;R$1001-2000;Natalia Silva;active
PED108390;39.902.861/2436-59;Tatiane;417,99;2024-01-17;E-commerce;App;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;3;R$201-500;Joana Lima;active
PED108391;96.232.154/9252-98;Camila;759,04;2024-01-12;E-commerce;Link;Frete Grátis;2024;1;Jan;Q1/2024;Friday;2024-01;2;R$501-1000;Sofia Nascimento;active
PED108392;87.633.207/5090-24;Débora;1813,94;2024-01-24;Loja Física;Loja;Parceiro;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$1001-2000;Leticia Carvalho;active
PED108393;92.706.280/1287-75;Bianca;819,09;2024-01-25;E-commerce;Site;Cashback;2024;1;Jan;Q1/2024;Thursday;2024-01;4;R$501-1000;Renata Costa;active
PED108394;48.891.992/6409-70;Camila;517,53;2024-01-09;E-commerce;Link;Frete Grátis;2024;1;Jan;Q1/2024;Tuesday;2024-01;2;R$501-1000;Isabela Silva;active
PED108395;75.779.361/6487-27;Elaine;919,05;2024-01-06;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Saturday;2024-01;1;R$501-1000;Gabriela Lima;active
PED108396;36.785.661/7342-12;Priscila;104,87;2024-01-13;Loja Física;Loja;Frete Grátis;2024;1;Jan;Q1/2024;Saturday;2024-01;2;Até R$200;Mariana Santos;active
PED108397;70.567.154/3471-68;Débora;995,77;2024-01-22;E-commerce;Site;Desconto;2024;1;Jan;Q1/2024;Monday;2024-01;4;R$501-1000;Beatriz Lima;active
PED108398;38.482.118/4521-83;Simone;473,04;2024-01-03;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;1;R$201-500;Bruna Silva;active
PED108399;28.929.698/4290-48;Amanda;1498,94;2024-01-27;E-commerce;Link;Parceiro;2024;1;Jan;Q1/2024;Saturday;2024-01;4;R$1001-2000;Natalia Silva;active
PED108400;78.492.311/8496-58;Vanessa;480,35;2024-01-12;E-commerce;Site;Cashback;2024;1;Jan;Q1/2024;Friday;2024-01;2;R$201-500;Beatriz Almeida;inactive
PED108401;42.789.674/6603-46;Larissa;543,03;2024-01-18;E-commerce;App;Desconto;2024;1;Jan;Q1/2024;Thursday;2024-01;3;R$501-1000;Bruna Almeida;active
PED108402;21.722.393/1588-28;Luciana;900,06;2024-01-30;Loja Física;Loja;Sem Cupom;2024;1;Jan;Q1/2024;Tuesday;2024-01;5;R$501-1000;Beatriz Oliveira;active
PED108403;73.878.593/6002-86;Camila;1741,79;2024-01-07;E-commerce;App;Sem Cupom;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$1001-2000;Clara Araujo;active
PED108404;18.129.726/7147-78;Vanessa;2514,41;2024-01-01;Loja Física;Loja;Cashback;2024;1;Jan;Q1/2024;Monday;2024-01;1;R$2001-5000;Juliana Almeida;active
PED108405;81.223.212/6131-62;Elaine;800,49;2024-01-14;E-commerce;Link;Frete Grátis;2024;1;Jan;Q1/2024;Sunday;2024-01;2;R$501-1000;Juliana Santos;inactive
PED108406;84.311.225/7568-51;Renata;277,33;2024-01-24;E-commerce;Site;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$201-500;Mariana Souza;inactive
PED108407;38.429.831/8032-28;Mariana;1064,01;2024-01-09;E-commerce;Site;Parceiro;2024;1;Jan;Q1/2024;Tuesday;2024-01;2;R$1001-2000;Fernanda Araujo;active
PED108408;21.899.227/9734-87;Priscila;949,58;2024-01-07;E-commerce;Site;Parceiro;2024;1;Jan;Q1/2024;Sunday;2024-01;1;R$501-1000;Camila Rodrigues;active
PED108409;34.433.454/9307-57;Patrícia;532,92;2024-01-16;Loja Física;Loja;Desconto;2024;1;Jan;Q1/2024;Tuesday;2024-01;3;R$501-1000;Patricia Nascimento;inactive
PED108410;40.318.111/7957-40;Fernanda;513,47;2024-01-24;E-commerce;Link;Sem Cupom;2024;1;Jan;Q1/2024;Wednesday;2024-01;4;R$501-1000;Mariana Santos;active
