documento;nome_cliente;status_cliente;vendedor_crm;ddd;data_cadastro;recencia;frequencia;monetario;ticket_medio;segmento;omnichannel;primeira_compra;ultima_compra
97.596.305/3473-54;Maria Oliveira;active;Aline;31;2023-03-01;384,0;2,0;2045,15;1022,58;Regular;True;2022-11-11;2023-11-12
53.190.927/7748-92;Ana Rodrigues;active;Aline;41;2023-04-30;430,0;4,0;7605,62;1901,4;Perdendo VIP;True;2022-09-07;2023-09-27
92.553.694/6452-35;Ana Araujo;active;Amanda;61;2023-03-12;115,0;3,0;1237,12;412,37;Leal;True;2023-10-13;2024-08-07
95.120.327/2399-11;Paula Silva;active;Vanessa;81;2022-06-29;44,0;4,0;6423,75;1605,94;VIP;True;2022-09-02;2024-10-17
56.719.513/8962-80;Fernanda Lima;active;Fernanda;71;2024-06-19;87,0;2,0;3511,64;1755,82;Novo Promissor;False;2023-12-28;2024-09-04
29.661.706/1336-13;Paula Carvalho;inactive;Vanessa;81;2023-10-06;240,0;6,0;8000,71;1333,45;Em Risco;True;2022-01-10;2024-04-04
23.375.991/9204-12;Sofia Santos;active;Amanda;61;2022-05-19;412,0;2,0;962,52;481,26;Inativo;False;2023-02-28;2023-10-15
91.323.274/2408-33;Bruna Costa;active;Débora;61;2024-02-26;642,0;2,0;795,78;397,89;Inativo;False;2023-01-12;2023-02-27
44.113.294/2420-56;Amanda Pereira;active;Camila;61;2022-04-12;32,0;5,0;3017,64;603,53;VIP;True;2022-03-02;2024-10-29
59.433.824/5098-60;Bruna Nascimento;active;Elaine;31;2023-04-13;434,0;1,0;630,27;630,27;Inativo;False;2023-09-23;2023-09-23
49.551.775/2842-10;Isabela Carvalho;active;Keli;41;2022-10-10;246,0;2,0;1321,41;660,7;Regular;False;2023-04-11;2024-03-29
42.490.472/8543-20;Natalia Oliveira;active;Vanessa;61;2024-11-18;270,0;4,0;5000,36;1250,09;Em Risco;True;2023-06-22;2024-03-05
36.241.185/1045-85;Joana Souza;active;Amanda;71;2022-01-18;96,0;3,0;830,82;276,94;Leal;True;2022-12-18;2024-08-26
19.763.672/3029-27;Fernanda Pereira;active;Priscila;31;2024-01-26;35,0;4,0;2103,02;525,76;Leal;True;2022-11-24;2024-10-26
95.748.841/9831-67;Gabriela Rodrigues;active;Débora;41;2023-11-18;257,0;6,0;6657,96;1109,66;Em Risco;True;2022-03-16;2024-03-18
22.277.968/6125-94;Clara Costa;active;Luciana;61;2023-08-24;507,0;4,0;2552,59;638,15;Perdendo VIP;False;2022-04-10;2023-07-12
60.647.426/4427-34;Paula Costa;active;Tatiane;11;2024-11-09;390,0;1,0;294,01;294,01;Inativo;False;2023-11-06;2023-11-06
20.399.625/1329-59;Leticia Nascimento;active;Priscila;71;2023-03-09;268,0;2,0;1582,45;791,22;Regular;True;2022-05-21;2024-03-07
14.721.808/2787-97;Beatriz Souza;active;Patrícia;11;2024-11-07;142,0;5,0;3436,34;687,27;VIP;True;2022-03-29;2024-07-11
66.637.873/8311-69;Clara Gomes;active;Bianca;91;2023-01-11;36,0;5,0;2510,56;502,11;Leal;True;2023-09-18;2024-10-25
21.174.102/1747-73;Gabriela Almeida;active;Patrícia;91;2024-10-07;245,0;1,0;247,92;247,92;Regular;False;2024-03-30;2024-03-30
71.840.374/2615-96;Luiza Rodrigues;active;Débora;91;2023-12-17;167,0;3,0;2113,27;704,42;Leal;True;2022-03-12;2024-06-16
52.584.428/6506-81;Clara Silva;active;Carla;41;2024-10-20;215,0;4,0;3047,58;761,9;Em Risco;True;2023-02-28;2024-04-29
47.423.303/6291-98;Juliana Pereira;active;Tatiane;21;2024-01-07;620,0;3,0;3739,0;1246,33;Inativo;True;2022-01-19;2023-03-21
89.802.397/5927-63;Camila Silva;active;Juliana;71;2022-08-09;399,0;2,0;1607,54;803,77;Inativo;False;2023-06-11;2023-10-28
87.610.482/2896-80;Fernanda Santos;active;Camila;41;2024-11-15;94,0;6,0;4320,67;720,11;VIP;True;2022-07-01;2024-08-28
85.264.341/1641-53;Patricia Nascimento;active;Camila;51;2022-09-11;;;;;Regular;False;;
76.295.969/4275-92;Joana Santos;active;Adriana;11;2024-01-06;553,0;5,0;4621,65;924,33;Perdendo VIP;True;2022-02-18;2023-05-27
83.929.356/4343-18;Maria Ferreira;active;Mariana;61;2024-04-05;336,0;6,0;3898,92;649,82;Em Risco;True;2022-04-09;2023-12-30
62.300.158/1886-18;Sofia Souza;active;Priscila;71;2022-01-30;435,0;2,0;2864,27;1432,14;Inativo;False;2023-02-22;2023-09-22
21.218.652/3446-75;Juliana Ferreira;active;Camila;31;2024-02-26;695,0;3,0;3382,1;1127,37;Inativo;True;2022-01-13;2023-01-05
84.366.619/3181-62;Sofia Souza;active;Carla;21;2022-01-10;25,0;7,0;7103,2;1014,74;VIP;True;2022-05-07;2024-11-05
29.454.683/2521-43;Clara Pereira;active;Juliana;71;2023-03-06;642,0;4,0;1916,76;479,19;Perdendo VIP;True;2022-02-13;2023-02-27
66.728.731/6266-80;Amanda Araujo;active;Elaine;11;2023-11-29;24,0;4,0;4035,55;1008,89;VIP;True;2022-12-03;2024-11-06
40.309.395/2126-90;Beatriz Nascimento;active;Simone;21;2022-05-04;;;;;Regular;False;;
46.527.492/1825-29;Luiza Oliveira;active;Camila;31;2022-02-20;402,0;2,0;5160,77;2580,39;Inativo;True;2023-06-16;2023-10-25
59.204.519/6492-36;Natalia Santos;active;Venda Direta;41;2023-02-02;47,0;4,0;1557,04;389,26;Leal;True;2022-12-15;2024-10-14
81.899.868/7792-93;Bruna Pereira;active;Fernanda;51;2022-11-10;114,0;2,0;1415,18;707,59;Novo Promissor;False;2022-02-10;2024-08-08
54.579.933/8711-54;Ana Rodrigues;active;Camila;41;2023-10-10;193,0;4,0;6174,94;1543,74;VIP;True;2022-04-08;2024-05-21
18.641.695/7459-10;Luiza Costa;inactive;Camila;31;2023-05-29;697,0;1,0;274,08;274,08;Inativo;False;2023-01-03;2023-01-03
14.162.582/6965-82;Amanda Martins;active;Venda Direta;11;2023-05-17;73,0;5,0;5293,61;1058,72;VIP;True;2022-08-10;2024-09-18
33.743.725/9408-77;Juliana Oliveira;inactive;Juliana;71;2023-06-14;282,0;7,0;3766,88;538,13;Em Risco;True;2022-03-29;2024-02-22
34.301.746/8401-22;Camila Martins;active;Venda Direta;61;2023-11-28;312,0;2,0;3079,05;1539,52;Regular;True;2023-01-27;2024-01-23
77.597.654/2080-45;Natalia Silva;active;Renata;21;2024-01-04;197,0;3,0;1919,41;639,8;Em Risco;True;2023-09-01;2024-05-17
23.821.683/2562-46;Luiza Santos;active;Renata;21;2024-05-09;10,0;4,0;2895,76;723,94;VIP;True;2023-05-10;2024-11-20
96.170.815/4736-76;Juliana Souza;active;Mariana;31;2023-02-23;35,0;3,0;1241,44;413,81;Leal;False;2022-06-04;2024-10-26
13.973.327/5703-83;Sofia Pereira;active;Venda Direta;81;2022-07-13;20,0;6,0;5119,47;853,24;VIP;True;2023-03-30;2024-11-10
94.993.345/1271-28;Luiza Costa;inactive;Keli;81;2022-11-08;362,0;3,0;1470,19;490,06;Em Risco;True;2022-02-27;2023-12-04
38.215.534/8041-65;Isabela Lima;inactive;Camila;81;2024-09-22;449,0;1,0;1593,1;1593,1;Inativo;False;2023-09-08;2023-09-08
88.202.383/9708-31;Gabriela Oliveira;active;Aline;71;2023-12-23;16,0;3,0;2658,41;886,14;Leal;True;2022-10-25;2024-11-14
22.932.499/2526-95;Patricia Pereira;active;Patrícia;21;2023-04-21;176,0;3,0;2260,02;753,34;Leal;True;2022-03-06;2024-06-07
73.131.435/3098-88;Amanda Martins;inactive;Vanessa;11;2023-08-07;3,0;6,0;9106,75;1517,79;VIP;True;2022-03-20;2024-11-27
67.273.717/1500-72;Juliana Almeida;inactive;Carla;61;2022-04-27;823,0;1,0;272,81;272,81;Inativo;False;2022-08-30;2022-08-30
85.415.932/8540-90;Joana Gomes;active;Venda Direta;81;2022-09-21;268,0;4,0;2369,7;592,42;Em Risco;True;2022-12-13;2024-03-07
64.854.796/4057-80;Patricia Costa;active;Débora;11;2022-01-21;948,0;1,0;544,47;544,47;Inativo;False;2022-04-27;2022-04-27
82.953.765/5747-80;Luiza Nascimento;active;Keli;31;2023-04-22;43,0;2,0;1082,48;541,24;Novo Promissor;False;2023-03-15;2024-10-18
55.146.690/8053-11;Clara Santos;active;Simone;11;2023-07-03;;;;;Regular;False;;
81.738.976/8798-79;Patricia Carvalho;active;Mariana;91;2024-08-05;103,0;5,0;3675,36;735,07;VIP;True;2022-05-29;2024-08-19
42.873.343/3521-46;Clara Ferreira;active;Mariana;71;2024-10-17;16,0;7,0;5410,12;772,87;VIP;True;2022-07-05;2024-11-14
23.648.619/4404-22;Maria Nascimento;active;Priscila;81;2022-07-25;739,0;1,0;623,46;623,46;Inativo;False;2022-11-22;2022-11-22
49.206.959/4154-47;Luiza Lima;active;Débora;91;2023-09-23;352,0;3,0;10282,54;3427,51;Em Risco;True;2022-05-27;2023-12-14
41.805.560/1214-34;Paula Costa;active;Larissa;31;2022-06-28;471,0;2,0;701,22;350,61;Inativo;True;2023-06-02;2023-08-17
67.558.900/5289-39;Fernanda Carvalho;inactive;Luciana;21;2024-06-06;93,0;4,0;1519,49;379,87;Leal;True;2022-12-07;2024-08-29
90.203.133/8269-95;Isabela Martins;inactive;Tatiane;61;2022-12-08;56,0;4,0;5638,93;1409,73;VIP;False;2022-10-12;2024-10-05
78.907.790/9783-22;Leticia Oliveira;active;Aline;51;2023-03-16;209,0;2,0;1883,35;941,68;Regular;True;2024-01-30;2024-05-05
40.983.162/8727-96;Luiza Ferreira;active;Luciana;41;2022-10-17;703,0;2,0;1687,36;843,68;Inativo;True;2022-11-27;2022-12-28
57.160.495/1333-65;Maria Costa;active;Luciana;61;2023-07-11;418,0;4,0;3991,96;997,99;Perdendo VIP;False;2022-09-15;2023-10-09
27.510.383/5561-89;Luiza Ferreira;active;Elaine;61;2023-10-11;97,0;7,0;5470,17;781,45;VIP;True;2022-04-14;2024-08-25
61.883.176/1732-18;Juliana Nascimento;active;Fernanda;31;2022-07-27;622,0;1,0;438,95;438,95;Inativo;False;2023-03-19;2023-03-19
35.639.460/3124-45;Maria Lima;active;Camila;21;2022-09-29;735,0;1,0;463,8;463,8;Inativo;False;2022-11-26;2022-11-26
18.274.561/6707-66;Beatriz Lima;active;Mariana;91;2023-02-19;419,0;6,0;3036,24;506,04;Perdendo VIP;True;2022-04-23;2023-10-08
41.861.668/3357-25;Gabriela Ferreira;active;Larissa;81;2023-01-19;224,0;2,0;2520,6;1260,3;Regular;False;2022-01-05;2024-04-20
71.695.155/5886-26;Maria Nascimento;active;Vanessa;41;2024-06-09;51,0;3,0;2091,3;697,1;Leal;True;2023-06-14;2024-10-10
89.777.555/7813-67;Bruna Rodrigues;inactive;Simone;61;2024-11-07;871,0;2,0;1779,58;889,79;Inativo;False;2022-03-10;2022-07-13
87.633.207/5090-24;Leticia Carvalho;active;Vanessa;31;2023-10-22;59,0;6,0;4824,69;804,12;VIP;True;2022-12-10;2024-10-02
57.771.304/8008-66;Juliana Souza;active;Vanessa;81;2022-09-04;80,0;3,0;2616,48;872,16;Leal;True;2023-04-20;2024-09-11
67.958.326/3401-10;Natalia Silva;active;Priscila;31;2023-02-18;234,0;7,0;6855,18;979,31;Em Risco;True;2022-09-16;2024-04-10
50.659.519/6280-42;Paula Lima;active;Vanessa;21;2023-12-16;44,0;5,0;6137,15;1227,43;VIP;True;2022-11-08;2024-10-17
91.250.543/6886-96;Gabriela Santos;active;Luciana;71;2022-06-30;182,0;4,0;2947,68;736,92;VIP;True;2022-08-05;2024-06-01
88.829.129/9664-54;Sofia Oliveira;active;Mariana;31;2024-08-01;725,0;2,0;661,89;330,94;Inativo;False;2022-09-10;2022-12-06
89.138.339/1589-90;Renata Carvalho;active;Débora;91;2024-06-11;185,0;2,0;1315,07;657,54;Novo Promissor;False;2023-04-05;2024-05-29
21.960.899/6399-22;Amanda Almeida;active;Larissa;31;2022-03-02;108,0;3,0;3492,2;1164,07;Leal;False;2022-04-28;2024-08-14
29.434.411/2076-77;Gabriela Araujo;active;Aline;81;2022-06-15;441,0;5,0;4283,81;856,76;Perdendo VIP;True;2022-03-19;2023-09-16
63.133.895/2841-11;Joana Almeida;active;Bianca;21;2024-10-05;109,0;3,0;3180,42;1060,14;Leal;True;2023-10-16;2024-08-13
35.278.146/8017-93;Mariana Almeida;active;Patrícia;91;2023-10-17;452,0;3,0;2162,43;720,81;Inativo;True;2022-09-05;2023-09-05
84.989.301/2942-46;Luiza Pereira;active;Venda Direta;11;2022-12-17;28,0;4,0;3052,19;763,05;VIP;True;2022-06-09;2024-11-02
50.407.822/5588-91;Sofia Araujo;active;Camila;31;2022-09-20;289,0;5,0;6337,26;1267,45;Em Risco;True;2022-02-02;2024-02-15
58.745.941/9983-47;Patricia Silva;inactive;Renata;21;2022-05-04;972,0;1,0;1661,9;1661,9;Inativo;False;2022-04-03;2022-04-03
37.728.592/7118-75;Mariana Gomes;active;Patrícia;71;2024-07-20;208,0;2,0;2254,86;1127,43;Regular;True;2023-09-09;2024-05-06
70.936.725/3122-83;Patricia Pereira;active;Keli;51;2022-05-19;115,0;4,0;3924,93;981,23;VIP;True;2022-05-24;2024-08-07
52.158.485/3062-46;Renata Martins;inactive;Venda Direta;81;2024-05-09;412,0;4,0;1714,24;428,56;Perdendo VIP;True;2023-04-12;2023-10-15
80.453.134/5257-95;Patricia Araujo;active;Bianca;21;2022-05-14;510,0;1,0;453,25;453,25;Inativo;False;2023-07-09;2023-07-09
40.994.570/5035-33;Beatriz Nascimento;active;Patrícia;81;2024-03-29;445,0;3,0;3749,6;1249,87;Inativo;True;2023-03-11;2023-09-12
93.522.447/5789-48;Ana Lima;active;Aline;71;2024-11-27;26,0;4,0;4339,62;1084,9;VIP;True;2022-04-16;2024-11-04
26.246.473/2711-44;Beatriz Souza;active;Adriana;51;2024-10-14;257,0;2,0;5873,31;2936,66;Regular;False;2023-12-18;2024-03-18
41.786.593/4630-73;Gabriela Costa;active;Carla;21;2023-04-02;7,0;4,0;1948,02;487,0;Leal;True;2022-05-24;2024-11-23
55.202.220/3466-26;Maria Carvalho;active;Tatiane;71;2023-03-14;11,0;3,0;6029,21;2009,74;Leal;False;2022-04-20;2024-11-19
51.466.128/1965-26;Clara Almeida;active;Carla;41;2023-11-11;679,0;3,0;2402,95;800,98;Inativo;True;2022-03-19;2023-01-21
90.113.917/2508-70;Paula Souza;active;Aline;41;2023-10-09;26,0;3,0;2626,51;875,5;Leal;True;2023-09-17;2024-11-04
48.282.963/4055-23;Fernanda Rodrigues;active;Fernanda;81;2023-09-14;50,0;4,0;3159,79;789,95;VIP;True;2023-04-10;2024-10-11
36.734.694/6278-82;Gabriela Santos;active;Camila;61;2022-01-24;31,0;6,0;2830,64;471,77;VIP;True;2022-04-13;2024-10-30
90.182.655/8189-13;Ana Souza;active;Patrícia;91;2024-03-19;302,0;4,0;3076,75;769,19;Em Risco;False;2023-02-17;2024-02-02
90.555.401/6386-40;Leticia Rodrigues;inactive;Amanda;21;2024-07-23;358,0;2,0;5397,73;2698,86;Regular;True;2023-12-05;2023-12-08
20.219.345/9759-47;Gabriela Martins;active;Amanda;51;2023-01-05;47,0;5,0;8596,43;1719,29;VIP;True;2022-05-12;2024-10-14
30.209.705/9585-35;Beatriz Santos;active;Aline;61;2024-09-23;508,0;2,0;1030,9;515,45;Inativo;False;2022-10-23;2023-07-11
17.842.107/4515-81;Mariana Rodrigues;active;Mariana;81;2022-06-20;452,0;3,0;1781,07;593,69;Inativo;False;2022-02-26;2023-09-05
43.862.610/9552-22;Paula Silva;active;Amanda;41;2022-08-10;124,0;6,0;7411,87;1235,31;VIP;True;2022-01-28;2024-07-29
96.815.318/3453-36;Bruna Costa;active;Camila;71;2023-03-19;75,0;3,0;1029,53;343,18;Leal;False;2023-03-06;2024-09-16
73.869.720/9772-93;Beatriz Martins;active;Luciana;71;2024-05-11;272,0;3,0;1791,3;597,1;Em Risco;True;2022-08-28;2024-03-03
39.848.107/3853-70;Renata Silva;active;Priscila;41;2023-01-11;668,0;1,0;268,86;268,86;Inativo;False;2023-02-01;2023-02-01
90.207.420/6698-55;Sofia Santos;inactive;Bianca;11;2022-10-08;336,0;3,0;2605,0;868,33;Em Risco;True;2022-03-11;2023-12-30
81.654.798/9391-44;Camila Souza;inactive;Elaine;31;2023-12-14;198,0;3,0;1947,15;649,05;Em Risco;True;2023-04-24;2024-05-16
48.831.406/4075-89;Amanda Carvalho;active;Juliana;21;2024-08-15;45,0;3,0;4135,05;1378,35;Leal;True;2022-11-12;2024-10-16
86.567.278/3692-64;Natalia Martins;active;Juliana;31;2024-03-21;119,0;3,0;2429,36;809,79;Leal;False;2023-05-03;2024-08-03
29.251.263/6025-92;Ana Santos;active;Tatiane;51;2024-04-06;281,0;4,0;3460,56;865,14;Em Risco;True;2022-05-24;2024-02-23
26.488.956/4835-64;Juliana Ferreira;active;Venda Direta;11;2023-05-01;434,0;6,0;14174,33;2362,39;Perdendo VIP;True;2022-09-17;2023-09-23
62.405.171/8386-88;Joana Silva;active;Simone;51;2022-12-01;424,0;5,0;3760,02;752,0;Perdendo VIP;True;2022-05-22;2023-10-03
54.752.371/8635-22;Leticia Costa;inactive;Carla;21;2024-01-12;391,0;6,0;5078,13;846,36;Perdendo VIP;True;2022-06-23;2023-11-05
29.677.914/6622-28;Leticia Gomes;active;Amanda;41;2023-02-14;371,0;3,0;2830,66;943,55;Em Risco;True;2022-06-16;2023-11-25
54.264.989/1309-15;Amanda Nascimento;active;Priscila;61;2022-02-23;109,0;3,0;2961,14;987,05;Leal;True;2022-01-10;2024-08-13
23.231.953/3486-43;Sofia Nascimento;active;Tatiane;91;2023-12-02;838,0;2,0;633,06;316,53;Inativo;False;2022-05-17;2022-08-15
36.362.742/5014-11;Renata Martins;inactive;Adriana;61;2022-12-15;394,0;3,0;2561,75;853,92;Inativo;True;2023-03-26;2023-11-02
89.508.927/1974-33;Clara Almeida;active;Luciana;21;2024-09-01;121,0;4,0;3114,83;778,71;VIP;True;2022-03-12;2024-08-01
24.194.241/8248-27;Juliana Gomes;inactive;Priscila;81;2023-01-28;31,0;4,0;3249,85;812,46;VIP;True;2022-06-19;2024-10-30
29.982.564/6327-49;Leticia Silva;inactive;Fernanda;51;2023-07-08;6,0;4,0;3436,88;859,22;VIP;True;2022-11-25;2024-11-24
48.387.223/2992-36;Renata Gomes;active;Elaine;91;2024-04-26;;;;;Regular;False;;
61.196.290/1446-26;Paula Santos;active;Priscila;91;2022-03-22;;;;;Regular;False;;
58.583.948/1721-32;Ana Lima;active;Débora;41;2024-04-05;43,0;5,0;3307,11;661,42;VIP;True;2022-01-01;2024-10-18
81.506.412/2725-63;Maria Ferreira;active;Vanessa;11;2024-01-14;;;;;Regular;False;;
29.441.594/1947-32;Joana Souza;active;Luciana;91;2022-06-26;49,0;3,0;2308,24;769,41;Leal;True;2023-02-14;2024-10-12
44.678.901/1557-90;Ana Rodrigues;active;Aline;91;2023-05-26;560,0;2,0;1312,05;656,02;Inativo;True;2022-12-19;2023-05-20
54.758.321/7998-24;Amanda Costa;active;Adriana;81;2022-05-19;461,0;2,0;406,35;203,18;Inativo;False;2022-06-03;2023-08-27
87.421.906/4312-27;Patricia Nascimento;active;Luciana;51;2023-04-18;624,0;2,0;1744,81;872,4;Inativo;False;2022-07-30;2023-03-17
79.542.376/6595-36;Ana Gomes;active;Camila;51;2023-06-26;90,0;3,0;1246,44;415,48;Leal;True;2022-12-24;2024-09-01
11.964.563/1362-22;Luiza Gomes;active;Patrícia;61;2022-07-13;45,0;5,0;6166,47;1233,29;VIP;True;2022-06-01;2024-10-16
65.293.561/6349-37;Ana Lima;active;Débora;11;2023-05-01;703,0;1,0;2889,96;2889,96;Inativo;False;2022-12-28;2022-12-28
73.682.821/7079-65;Gabriela Rodrigues;active;Vanessa;91;2024-03-15;338,0;1,0;343,12;343,12;Regular;False;2023-12-28;2023-12-28
50.474.967/2507-13;Maria Carvalho;active;Venda Direta;51;2022-09-04;281,0;1,0;977,0;977,0;Regular;False;2024-02-23;2024-02-23
66.955.183/7583-40;Renata Nascimento;active;Mariana;71;2023-09-22;52,0;6,0;2603,27;433,88;Leal;True;2022-07-02;2024-10-09
97.618.944/5231-64;Leticia Gomes;active;Aline;81;2023-03-14;931,0;2,0;1690,32;845,16;Inativo;True;2022-02-01;2022-05-14
78.271.960/6051-59;Luiza Lima;inactive;Camila;51;2022-03-14;234,0;2,0;2445,65;1222,82;Regular;True;2022-12-21;2024-04-10
36.219.380/2331-77;Natalia Souza;active;Juliana;31;2024-01-24;186,0;8,0;7706,09;963,26;VIP;True;2022-01-15;2024-05-28
30.629.394/2806-62;Maria Souza;active;Vanessa;61;2024-04-10;102,0;5,0;5791,79;1158,36;VIP;True;2022-12-29;2024-08-20
47.531.151/1071-37;Leticia Lima;active;Amanda;71;2022-04-04;23,0;4,0;3273,54;818,38;VIP;True;2022-11-20;2024-11-07
94.863.985/8055-44;Beatriz Lima;active;Fernanda;41;2023-03-11;341,0;4,0;2235,2;558,8;Em Risco;True;2022-03-29;2023-12-25
26.300.860/1559-31;Gabriela Nascimento;inactive;Carla;91;2023-04-02;568,0;3,0;3111,34;1037,11;Inativo;True;2022-03-21;2023-05-12
58.151.178/5929-73;Clara Martins;active;Simone;41;2022-08-17;220,0;1,0;1087,23;1087,23;Regular;False;2024-04-24;2024-04-24
17.313.124/7911-82;Natalia Martins;active;Venda Direta;21;2022-01-30;37,0;8,0;12214,47;1526,81;VIP;True;2022-01-17;2024-10-24
82.560.297/6838-60;Clara Silva;active;Bianca;91;2022-12-01;170,0;3,0;1693,65;564,55;Leal;True;2022-05-29;2024-06-13
62.626.789/6497-84;Amanda Gomes;active;Amanda;41;2023-10-22;165,0;4,0;3176,53;794,13;VIP;True;2022-09-25;2024-06-18
47.779.726/7601-26;Beatriz Almeida;active;Priscila;41;2023-07-23;215,0;3,0;2196,53;732,18;Em Risco;True;2023-06-02;2024-04-29
16.473.331/7182-77;Fernanda Souza;active;Mariana;11;2022-06-26;586,0;2,0;1193,65;596,83;Inativo;False;2023-04-22;2023-04-24
44.918.146/7238-98;Amanda Araujo;active;Luciana;21;2024-04-03;154,0;8,0;6621,44;827,68;VIP;True;2022-06-04;2024-06-29
22.245.467/1064-17;Isabela Lima;active;Fernanda;31;2023-07-22;;;;;Regular;False;;
57.952.654/3228-94;Bruna Martins;active;Elaine;71;2023-02-13;145,0;3,0;1452,06;484,02;Leal;False;2024-01-28;2024-07-08
36.886.634/4889-60;Patricia Costa;inactive;Elaine;91;2024-02-16;449,0;3,0;3534,46;1178,15;Inativo;True;2023-03-17;2023-09-08
52.198.715/2395-60;Camila Santos;active;Carla;51;2022-03-18;53,0;5,0;4922,87;984,57;VIP;True;2022-03-28;2024-10-08
78.855.268/3631-20;Juliana Ferreira;active;Juliana;41;2024-07-21;771,0;4,0;3272,67;818,17;Perdendo VIP;True;2022-05-29;2022-10-21
89.330.338/5348-94;Bruna Carvalho;active;Aline;21;2023-09-28;437,0;3,0;4589,04;1529,68;Inativo;True;2023-01-16;2023-09-20
61.660.521/6422-81;Renata Lima;active;Débora;71;2023-06-24;157,0;3,0;2649,26;883,09;Leal;False;2022-09-25;2024-06-26
16.933.321/6196-71;Camila Silva;inactive;Priscila;61;2022-01-12;29,0;2,0;610,94;305,47;Novo Promissor;False;2024-10-25;2024-11-01
96.256.905/7268-93;Renata Rodrigues;active;Vanessa;71;2022-06-18;437,0;3,0;2166,23;722,08;Inativo;True;2022-06-26;2023-09-20
42.640.725/6710-32;Clara Silva;inactive;Carla;81;2024-04-10;233,0;2,0;581,88;290,94;Regular;False;2024-03-15;2024-04-11
12.456.784/4925-38;Sofia Lima;active;Aline;91;2023-03-25;736,0;1,0;273,52;273,52;Inativo;False;2022-11-25;2022-11-25
11.332.468/9172-74;Beatriz Pereira;active;Débora;51;2023-03-25;415,0;5,0;3614,44;722,89;Perdendo VIP;True;2022-05-01;2023-10-12
29.279.824/1292-81;Bruna Martins;active;Amanda;51;2023-03-03;571,0;4,0;3706,69;926,67;Perdendo VIP;False;2022-06-29;2023-05-09
36.274.222/7370-15;Clara Pereira;active;Renata;41;2024-08-13;897,0;1,0;457,71;457,71;Inativo;False;2022-06-17;2022-06-17
69.912.527/5860-27;Juliana Souza;active;Carla;31;2024-07-04;291,0;3,0;3936,29;1312,1;Em Risco;False;2022-06-06;2024-02-13
74.380.894/6510-53;Renata Ferreira;active;Elaine;71;2023-09-23;49,0;5,0;5299,82;1059,96;VIP;True;2022-03-19;2024-10-12
38.911.206/5754-15;Beatriz Pereira;active;Tatiane;51;2022-08-14;373,0;4,0;3162,25;790,56;Em Risco;True;2022-07-26;2023-11-23
34.258.364/8635-83;Fernanda Oliveira;inactive;Simone;71;2023-03-23;552,0;1,0;2127,36;2127,36;Inativo;False;2023-05-28;2023-05-28
46.254.112/1895-75;Ana Lima;active;Simone;21;2022-07-22;109,0;5,0;7698,47;1539,69;VIP;True;2022-11-29;2024-08-13
94.891.344/6419-69;Paula Silva;active;Renata;91;2024-08-25;7,0;3,0;881,2;293,73;Leal;False;2023-02-18;2024-11-23
18.485.858/2301-84;Leticia Pereira;inactive;Larissa;91;2023-11-06;224,0;4,0;4410,97;1102,74;Em Risco;True;2022-04-09;2024-04-20
90.455.624/6088-54;Gabriela Rodrigues;active;Elaine;91;2023-09-26;40,0;3,0;6032,48;2010,83;Leal;True;2022-10-02;2024-10-21
74.750.425/7291-72;Bruna Santos;active;Bianca;51;2022-01-16;675,0;2,0;1623,3;811,65;Inativo;True;2022-09-02;2023-01-25
21.545.705/4291-51;Gabriela Carvalho;active;Elaine;91;2023-09-10;241,0;3,0;1673,86;557,95;Em Risco;True;2023-08-19;2024-04-03
92.541.744/5968-36;Camila Costa;active;Elaine;11;2024-11-09;998,0;1,0;289,76;289,76;Inativo;False;2022-03-08;2022-03-08
37.893.574/5723-58;Camila Lima;inactive;Tatiane;21;2023-03-16;98,0;5,0;2890,89;578,18;VIP;True;2022-02-01;2024-08-24
30.612.601/9539-67;Natalia Nascimento;inactive;Amanda;51;2024-08-28;;;;;Regular;False;;
88.794.436/2351-78;Sofia Araujo;active;Vanessa;51;2023-01-27;;;;;Regular;False;;
15.122.855/9861-87;Luiza Souza;active;Vanessa;61;2023-12-25;485,0;3,0;2117,6;705,87;Inativo;True;2023-02-03;2023-08-03
63.698.366/8434-86;Sofia Souza;active;Camila;81;2024-01-06;416,0;2,0;1463,94;731,97;Inativo;True;2022-06-27;2023-10-11
21.549.664/8778-45;Natalia Nascimento;inactive;Adriana;11;2022-08-08;103,0;4,0;4110,94;1027,73;VIP;True;2022-11-28;2024-08-19
26.127.319/1405-16;Camila Martins;active;Priscila;91;2024-10-28;171,0;3,0;1732,02;577,34;Leal;True;2022-10-22;2024-06-12
24.835.750/9983-76;Clara Souza;active;Venda Direta;41;2023-03-22;354,0;4,0;4715,94;1178,99;Em Risco;True;2022-03-03;2023-12-12
39.553.861/5929-70;Leticia Oliveira;active;Luciana;81;2022-01-14;128,0;4,0;2158,13;539,53;Leal;True;2022-11-20;2024-07-25
87.396.437/9702-22;Paula Ferreira;active;Larissa;51;2023-01-22;114,0;3,0;6658,13;2219,38;Leal;True;2022-10-26;2024-08-08
21.693.108/2520-94;Ana Santos;active;Elaine;11;2023-10-04;29,0;4,0;2266,26;566,57;Leal;False;2022-02-22;2024-11-01
57.660.920/7583-49;Bruna Souza;active;Aline;91;2024-11-11;85,0;9,0;10513,28;1168,14;VIP;True;2022-01-26;2024-09-06
